,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,id,host_name,host_response_time,host_response_rate,host_is_superhost,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
118,Park Guell apartment with terrace,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,3.0,51,1.0,85.0,10558807,Alexandra Y Juan,within an hour,100.0,0,8.0,7.0,8.0,8.0,8.0,8.0,71.0
119,Nice Cosy Room In Taksim,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,31,1.0,105.0,1058555,Nihat,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,9.0,96.0
120,CASA PARA AS OLIMPIADAS 2016,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,10,4.0,6.0,0,6.0,3726.0,10671783,Priscila,,,0,,,,,,,
121,Designer's Historical Apartment,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,17,1.0,385.0,1074008,Pia,within a few hours,100.0,0,9.0,9.0,10.0,10.0,10.0,9.0,97.0
122,Room in the very ♥ of BCN - Unbeatable location,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,2.0,122,1.0,40.0,10802909,Flo,within an hour,100.0,0,8.0,8.0,9.0,9.0,10.0,8.0,78.0
123,"Nişantaşı, safe, quality area.Very close to metro.",Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,1.0,2.0,6,1.0,417.0,10742116,Enis,within a few hours,100.0,0,9.0,9.0,9.0,9.0,10.0,8.0,83.0
124,Bright Inner West Terrace Value+,House,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,84,1.5,65.0,1073607,Natasa,within a few hours,67.0,1,10.0,10.0,10.0,10.0,10.0,10.0,96.0
125,Trendy apartment in BCN centre,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,104,1.0,89.0,1079887,Gabriela & Miguel,within a day,76.0,0,10.0,9.0,10.0,10.0,9.0,9.0,93.0
126,Renovated Classic Design Studio with Sun Room,Apartment,Entire home/apt,Real Bed,3,40,strict_14_with_grace_period,3,1.0,1.0,32,1.0,58.0,10751153,Maribel Monzo,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,9.0,94.0
127,HUGE Bedroom in Lower East Side,Apartment,Private room,Real Bed,7,1125,flexible,1,1.0,1.0,0,1.0,90.0,10752737,Ryan,,,0,,,,,,,
128,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Apartment,Entire home/apt,Real Bed,3,1120,moderate,5,2.0,3.0,34,2.0,451.0,10706900,Aline,within an hour,100.0,1,10.0,9.0,10.0,10.0,10.0,9.0,95.0
129,Triple room Barcelona Guell park,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,3.0,191,1.0,40.0,1070322,Núria,within an hour,100.0,0,9.0,9.0,9.0,9.0,9.0,8.0,82.0
130,BALAT,House,Private room,Real Bed,1,1125,flexible,3,1.0,,0,,685.0,1077686,Hanife,,,0,,,,,,,
131,City View Apartment,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,2.0,1,1.0,211.0,10782351,Orhan,within a few hours,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
132,DOUBLE ROOM for 1 or 2 ppl,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,15.0,10716793,Aleksandra,,,0,,,,,,,
133,Quarto de Casal em Ipanema,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,2,2.0,149.0,10908640,Gabriela,,,0,10.0,9.0,9.0,10.0,10.0,9.0,100.0
134,Cozy Hell's Kitchen Apt,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,60,1.0,125.0,10887852,Karen,within a few hours,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
135,Quarto espaçoso e arejado no Rio.,Hostel,Private room,Real Bed,3,7,flexible,2,1.0,1.0,1,1.0,187.0,10828339,Mariana,within a day,50.0,0,,,,,,,
136,Spacious 3bdrm. Artsy and Perfect Location!,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,3.0,3.0,125,1.5,1146.0,10840938,Melanie,within a few hours,100.0,0,9.0,9.0,9.0,10.0,10.0,9.0,87.0
137,傳統香港房间 - 干净整洁交通便利的二人房间,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,2748.0,10839973,Chuiying,within an hour,100.0,0,,,,,,,
138,Spacious 2 Bedroom: Soho/Escalator,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2.0,3.0,86,1.0,1703.0,10816768,Tara,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
139,well lit East Williamsburg apt.,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.5,60.0,10812136,Liat,,,0,,,,,,,
140,Designer Apartment in Sheung Wan,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,18,1.0,1484.0,10893326,Maria,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
141,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,8,3.0,3.0,89,2.0,250.0,10857454,Miriam,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
142,Hospede-se com acesso fácil.,Condominium,Entire home/apt,Real Bed,5,1125,flexible,4,2.0,3.0,0,1.0,134.0,10855800,Rose,,,0,,,,,,,
143,Apartamento para as olimpíadas,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,4,2.0,3.0,0,2.0,746.0,10852990,Rosane,,,0,,,,,,,
144,Comfort Room in Istanbul,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,53.0,10819035,Erhan,,,0,,,,,,,
145,AP. EM CONDOMINIO FECHADO,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,2.0,0,1.0,172.0,10862541,Adriano,,,0,,,,,,,
146,Aquilla House - Ocean Views Newport,House,Entire home/apt,Real Bed,7,60,strict_14_with_grace_period,8,4.0,5.0,3,3.0,500.0,1090153,Susannah,within a few hours,100.0,0,9.0,7.0,10.0,10.0,9.0,8.0,93.0
147,Private Cozy Bedroom in Brooklyn,Apartment,Private room,Real Bed,2,30,moderate,2,1.0,1.0,241,1.0,47.0,1089542,Karen,within an hour,100.0,1,10.0,9.0,10.0,10.0,9.0,10.0,93.0
148,Room w private toilet 3 min to MTR!,Condominium,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1.0,1.0,72,1.0,447.0,10839801,Joanna,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
149,Big Private BR Steps to Barnard Columbia & Subways,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,29,1.0,128.0,10850008,Paul,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,99.0
150,causeway bay MTR+Tidy Quad room&YT,Apartment,Private room,Real Bed,1,2147483647,strict_14_with_grace_period,4,1.0,3.0,15,1.0,597.0,10911771,Danny,within an hour,97.0,0,7.0,8.0,8.0,9.0,9.0,8.0,76.0
151,Private Entrance - Backyard Summer Dining - Enjoy,Townhouse,Entire home/apt,Real Bed,7,29,strict_14_with_grace_period,2,1.0,2.0,184,1.0,110.0,1092760,Michelle,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,96.0
152,aOceanside Hawaii Apartment Studio Kitchen Parking,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,137,1.0,99.0,10948197,Jay,within an hour,85.0,0,9.0,9.0,10.0,10.0,9.0,9.0,93.0
153,"Waterfront, Enchanted Lake Home 2/1",House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,2.0,4.0,44,2.0,189.0,10932304,Tom,within an hour,100.0,0,9.0,9.0,9.0,9.0,10.0,9.0,87.0
154,Bright PrivateRm 1 min to JordanMTR,Hostel,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,203,1.0,447.0,10977704,Sam,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,9.0,96.0
155,Makai Hideaway,House,Entire home/apt,Real Bed,4,180,strict_14_with_grace_period,14,4.0,8.0,119,3.0,169.0,1095174,Cheryl,within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,10.0,97.0
156,Holoholo Inn: Rain Forest (Priv-2),House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,44,1.0,105.0,10992286,Satoshi,within a few hours,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
157,2 Bdrm/2 Bath  Family Suite Ocean View,Condominium,Entire home/apt,Real Bed,2,1125,super_strict_30,8,2.0,4.0,103,2.0,325.0,1104768,Roger,within a few hours,100.0,0,9.0,7.0,9.0,9.0,10.0,8.0,82.0
158,Alcam Colón 42 Apartment,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,4,2.0,3.0,1,2.0,91.0,11007058,Oscar And Diego,within an hour,100.0,0,6.0,8.0,8.0,6.0,10.0,8.0,80.0
159,The Executive  Posh Room,House,Private room,Real Bed,1,60,strict_14_with_grace_period,2,1.0,1.0,21,1.0,90.0,10990260,Karlene,within an hour,90.0,0,9.0,10.0,10.0,10.0,10.0,9.0,91.0
160,Sunny 1 or 2 BR apt in Boerum Hill,Apartment,Entire home/apt,Real Bed,4,28,strict_14_with_grace_period,3,1.0,1.0,215,1.0,189.0,1101035,Judy,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,9.0,98.0
161,Room 1 near Jordan Mtr station 1min,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,105,1.0,400.0,11055163,Tungshing,within an hour,100.0,0,9.0,9.0,10.0,9.0,10.0,9.0,88.0
162,Room 3 near Jardan mtr station 1min,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,139,1.0,298.0,11095139,Tungshing,within an hour,100.0,0,9.0,9.0,10.0,10.0,10.0,9.0,89.0
163,"Home, Sweet, Harlem. Welcome!",Apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,1.0,199,1.0,110.0,11097962,Kevin,within a few hours,75.0,0,9.0,10.0,10.0,10.0,9.0,9.0,90.0
164,Super location - Walk to the City!,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,9,1.0,119.0,1098211,Serena,,,0,9.0,10.0,10.0,10.0,9.0,8.0,84.0
165,Newly and comfortable apt,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,1.0,206,1.0,463.0,11093339,Michelle&May,within an hour,98.0,0,10.0,10.0,10.0,10.0,10.0,10.0,94.0
166,Spacious room Kadıköy Yeldeğirmeni,Apartment,Private room,Real Bed,7,1125,strict_14_with_grace_period,1,1.0,1.0,1,1.0,47.0,11007542,Onur,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
167,enjoy nature in Istanbul,House,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,2.0,15,1.0,359.0,10985735,Sanem,,,0,10.0,9.0,10.0,10.0,9.0,9.0,94.0
168,Alcam Colon 52 Apartment,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,6,2.0,3.0,0,2.0,91.0,11006512,Oscar And Diego,within an hour,100.0,0,,,,,,,
169,,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,40.0,11012484,Mar,,,0,,,,,,,
170,Brooklyn Artist Loft / Fun Location,Apartment,Private room,Real Bed,30,360,strict_14_with_grace_period,3,1.0,1.0,13,1.0,59.0,10992671,Joseph,within an hour,100.0,1,10.0,9.0,10.0,10.0,10.0,10.0,98.0
171,East Village Sanctuary,Apartment,Entire home/apt,Real Bed,30,90,flexible,2,1.0,1.0,19,1.0,200.0,11005300,Molly,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
172,Sunny Bedroom in Downtown Montreal,Apartment,Private room,Real Bed,14,1125,flexible,2,1.0,1.0,1,1.0,21.0,11080033,Cristina,,,0,10.0,8.0,10.0,10.0,10.0,8.0,80.0
173,Charming apartment in Santa Teresa,Villa,Entire home/apt,Real Bed,2,1125,flexible,5,3.0,4.0,7,1.5,209.0,11131495,Branca,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,94.0
174,"Amazing NEW Food Lover Balcony, close to FIRA, MWC",Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,4,2.0,2.0,130,1.0,84.0,11108923,Kerrisdale Holdings SLU,within an hour,99.0,1,10.0,10.0,10.0,10.0,9.0,9.0,95.0
175,Cozy Chinatown studio apartment,Apartment,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,2,0.0,1.0,26,1.0,100.0,11157167,Maia,,,0,10.0,9.0,10.0,10.0,10.0,10.0,97.0
176,Spacious and quiet duplex apartment in Poble Sec,Apartment,Entire home/apt,Real Bed,3,365,moderate,7,3.0,7.0,129,2.0,130.0,1112838,Cristina,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,95.0
177,SPACIOUS RAMBLA CATALUÑA,Apartment,Entire home/apt,Real Bed,32,32,strict_14_with_grace_period,5,4.0,5.0,1,2.0,130.0,11153910,Celia,within an hour,100.0,0,8.0,6.0,8.0,8.0,8.0,6.0,80.0
178,2 Bedroom Ipanema-Copacabana,Apartment,Entire home/apt,Real Bed,4,30,moderate,5,2.0,5.0,2,1.5,306.0,11197217,Zuzu,within an hour,90.0,0,9.0,10.0,10.0,10.0,9.0,8.0,100.0
179,Sugar Beach Resort 1BR Ground Floor Condo !,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_30,2,1.0,1.0,0,1.0,239.0,11319047,Condominium Rentals Hawaii,within an hour,100.0,0,,,,,,,
180,HAPPY TO HELP YOU,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,2.0,227.0,11378656,Hakan,,,0,,,,,,,
181,Brooklyn Bushwhick Private Room,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,35.0,11480835,Juno,,,0,,,,,,,
182,"Bright, Modern, Spacious Duplex Apt",Apartment,Entire home/apt,Real Bed,2,3,moderate,4,1.0,1.0,28,1.5,90.0,11567815,Gabriel,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
183,Appartement 3 1/2 en résidence,Condominium,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,2,1.0,1.0,2,1.0,35.0,11648810,Lansana,,,0,4.0,4.0,10.0,8.0,8.0,8.0,70.0
184,302 Kanai A Nalu Ocean front/view,Condominium,Entire home/apt,Real Bed,7,1123,super_strict_60,6,2.0,3.0,7,2.0,400.0,11207193,Kathy,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,9.0,97.0
185,"Mongkok Luxury Studio, New Reno *4A",Apartment,Entire home/apt,Real Bed,60,1125,strict_14_with_grace_period,1,0.0,1.0,1,1.0,298.0,11264406,Tane Residence,within a day,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
186,Furnished Nolita Studio,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,0.0,1.0,0,1.0,200.0,1136399,Sri,,,0,,,,,,,
187,Cottage on Kona Coffee Farm,Cabin,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,65.0,11379251,Brad & Linda,within an hour,100.0,1,,,,,,,
188,Bundeena Garden Studio near beaches,Cabin,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2,1.0,1.0,230,1.0,109.0,1138483,Belinda,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
189,LightHouse with Sea View,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,1.0,1,1.0,80.0,11510109,David - LightHouse,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
190,Aluguel para Olimpiadas,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,2.0,0,2.0,1000.0,11695637,Diogo,,,0,,,,,,,
191,Huge bedroom in luxurious apartment,Apartment,Private room,Real Bed,4,1125,flexible,3,1.0,1.0,2,1.0,40.0,11335874,Colin,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
192,listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,3.0,4.0,11,3.0,518.0,11406680,Patricia,within a day,78.0,0,10.0,9.0,10.0,10.0,10.0,9.0,96.0
193,Beautiful in Ipanema for your Family,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,6,3.0,8.0,4,2.5,351.0,11459525,Fabi,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
194,Luxury 1 Bedroom Central Park Views,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1.0,1.0,24,1.0,1000.0,1146653,Henry,within a day,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
195,"Cosy flat,walking distance tocenter",Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,5,2.0,190.0,11488558,Aylin,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
196,Tai Hang (Causeway Bay) Sunny Aprt',Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,2.0,2.0,11,1.0,761.0,11533406,Su,,,0,10.0,10.0,10.0,10.0,10.0,9.0,98.0
197,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,Apartment,Entire home/apt,Real Bed,31,330,moderate,2,1.0,1.0,6,1.0,60.0,1153834,Lourdes,,,0,6.0,7.0,8.0,8.0,8.0,7.0,65.0
198,Clean room in quiet area,Apartment,Private room,Real Bed,1,365,moderate,1,1.0,1.0,27,1.0,188.0,11145180,Tim,within an hour,100.0,0,10.0,10.0,9.0,9.0,9.0,10.0,92.0
199,Lovely room in Caueway Bay!,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,353.0,11194486,Julia,,,0,,,,,,,
200,ROOM + ENSUITE INNER CITY MOD HOUSE,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,12,2.0,125.0,1145567,Alison,within a few hours,75.0,0,8.0,8.0,9.0,10.0,9.0,9.0,88.0
201,A cosy room for female student,Apartment,Private room,Real Bed,3,15,moderate,1,1.0,1.0,2,1.0,90.0,11146498,Buckun,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
202,Large Duplex in Midtown East with backyard!,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,2.0,4.0,112,2.0,350.0,11223389,Boris,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,92.0
203,Harbourside Apartment - Water Views,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,3,1.0,2.0,41,1.0,161.0,1143151,Eleanor,within a few hours,100.0,1,10.0,9.0,10.0,10.0,10.0,9.0,94.0
204,O'Porto Studio | Historic Center,Loft,Entire home/apt,Real Bed,2,1120,strict_14_with_grace_period,4,1.0,1.0,380,1.0,40.0,1144090,Tomás,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,9.0,92.0
205,DOUBLE ROOM IN THE HEART OF BCN,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,108,1.0,25.0,11115528,Isabel,within an hour,100.0,0,9.0,9.0,9.0,10.0,10.0,9.0,90.0
206,Apartamento São Bento da Vitória 2 - Amazing view,Apartment,Entire home/apt,Real Bed,2,300,moderate,4,1.0,2.0,211,1.5,80.0,11447743,Rosa,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
207,Apartamento de Luxo para Olimpíadas,Condominium,Entire home/apt,Real Bed,1,1125,flexible,8,2.0,2.0,0,2.0,933.0,11472884,Leticia,,,0,,,,,,,
208,Midillis 202 (Double Room),Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,24,1.0,148.0,11409841,Kamuran,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
209,"Bright, sunny quite room Bushwick",Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,2,1.0,60.0,11567179,Louise,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
210,.CidadeMaravilhosa.2017RIO,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,246.0,11679106,Claudio,a few days or more,0.0,0,,,,,,,
211,*CoZy Private Williamsburg Home*,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,4.0,94,1.0,225.0,11693193,Sal,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
212,,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,506.0,11194788,Levent,within a day,67.0,0,,,,,,,
213,Beautiful Ensuite Room -Easy access to city,House,Private room,Real Bed,30,1125,moderate,2,1.0,1.0,2,2.5,75.0,11396243,Marina,,,0,,,,,,,
214,1 sunny bedroom in large St-Henri appartment,Apartment,Private room,Real Bed,3,15,strict_14_with_grace_period,2,1.0,2.0,2,1.0,70.0,11442936,Kim-Sanh,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
215,Brick House: Unique Garden Apartment! King Bed!,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,4,1.0,1.0,37,1.0,125.0,11553357,Aswad,within a day,70.0,1,10.0,9.0,10.0,10.0,9.0,10.0,94.0
216,2 BR Oceanview - Great Location!,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5,2.0,2.0,17,2.0,200.0,11695887,Jennifer,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,94.0
217,Nice Decorated Studio in Central,Townhouse,Entire home/apt,Real Bed,1,1125,moderate,4,0.0,2.0,0,1.0,633.0,11113983,Enes,,,0,,,,,,,
218,1 or 2 rooms with private terrace in shared flat,Apartment,Private room,Real Bed,2,1125,moderate,4,2.0,2.0,57,1.0,65.0,11136898,Capitaine,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,10.0,97.0
219,MONTJUIC FOUNTAINS APARTMENT,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,4.0,6.0,43,2.0,85.0,1111410,Barcelona Bedroom,within an hour,95.0,0,9.0,9.0,9.0,9.0,9.0,9.0,87.0
220,Pineapple Paradise,Apartment,Entire home/apt,Real Bed,2,365,moderate,3,0.0,1.0,87,1.0,135.0,1129061,Kelly,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,96.0
221,* Lani Beach House,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,8,3.0,5.0,0,2.0,895.0,11553333,Hawaii,within a day,70.0,0,,,,,,,
222,Apartamento com 2 quartos Leblon,Apartment,Entire home/apt,Real Bed,2,365,flexible,4,2.0,2.0,2,1.0,548.0,11679012,Rodrigo,within a few hours,100.0,0,10.0,9.0,10.0,9.0,10.0,10.0,100.0
223,cozy house and garden in the heart of Montréal,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2.0,2.0,5,1.0,64.0,11364106,Teodora,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
224,2 confortables habitaciones en el centro de BCN!,Apartment,Private room,Real Bed,1,1125,moderate,3,2.0,2.0,54,1.0,35.0,1139810,Aliona,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,9.0,95.0
225,Fabulous occasion orange,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0.0,1.0,163,1.0,34.0,11703559,Dulce,within an hour,99.0,0,10.0,10.0,10.0,10.0,10.0,10.0,94.0
226,Habitación centro Barcelona,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,25.0,11648362,Alan,,,0,,,,,,,
227,Next to Barcelona Fair and Magic Fountain,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,4.0,4.0,20,1.0,90.0,1169088,Clickandflat,within an hour,99.0,0,9.0,10.0,9.0,9.0,9.0,9.0,84.0
228,Prince Kuhio 315 ocean view steps to the beach,Apartment,Private room,Real Bed,1,1125,super_strict_60,2,1.0,1.0,4,1.0,234.0,11242147,Joshua,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
229,2 Bedroom in The East Village!,Apartment,Entire home/apt,Airbed,1,1125,flexible,4,2.0,3.0,19,1.0,125.0,11191242,Samantha,,,0,9.0,9.0,10.0,10.0,10.0,9.0,88.0
230,habitación doble tranquila con luz,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,23,1.0,31.0,11193311,Vanessa,a few days or more,38.0,0,10.0,9.0,10.0,10.0,9.0,9.0,86.0
231,Conveniently located apartment,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,1.0,1.0,1,1.0,793.0,1127954,Jayme,,,0,,,,,,,
232,Executive Luxury design Apartment,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,3,2.0,2.0,35,1.0,461.0,1131054,Sarah,within a day,50.0,0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
233,Quiet room in central Istanbul,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,95.0,11387183,Aliş Hüseyin,,,0,,,,,,,
234,Charming Private Brooklyn Bedroom,Apartment,Private room,Real Bed,1,1125,moderate,1,1.0,1.0,58,1.0,105.0,11656239,Kris,,,0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
235,Apartamento/Loft no Flamengo,Loft,Entire home/apt,Real Bed,3,15,flexible,2,0.0,1.0,0,1.0,179.0,11690230,Cesar,within a day,56.0,0,,,,,,,
236,Lulapartment II,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,2.0,5.0,229,1.5,60.0,11413023,Cristina,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
237,Loue 1 chambre privée,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,2.5,60.0,11420459,Jeremy,,,0,,,,,,,
238,The Sassy Lilac Megan Love Room,House,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,203,1.5,100.0,11464859,Megan,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
239,Feel like home,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,1.0,42,1.0,55.0,11566403,Titi,within a few hours,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,92.0
240,Amazing Upper West Side Loft-Studio,Loft,Entire home/apt,Real Bed,30,1125,moderate,4,,1.0,12,1.0,79.0,1132409,Karen,within a day,86.0,0,10.0,10.0,10.0,10.0,10.0,10.0,93.0
241,Burgazada da çarşıya yakın daire,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,3.0,22,1.0,348.0,11144250,Eser,within a day,100.0,1,10.0,9.0,10.0,10.0,10.0,9.0,94.0
242,"Bright, Bohemian, Spacious Apt in Williamsburg",Condominium,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3,1.0,1.0,16,1.0,125.0,1117706,Simona,,,0,10.0,10.0,9.0,9.0,10.0,10.0,97.0
