,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,id,host_name,host_response_time,host_response_rate,host_is_superhost,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
4403,Rent Room from Textile Engineer,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,0,1.0,153.0,28925068,Huseyin,,,0,,,,,,,
4404,AL União: Quarto Bonfim,Hotel,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,0,1.0,40.0,29006342,Eduardo,within an hour,100.0,0,,,,,,,
4405,Botafogo Beach,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2.0,2.0,0,1.0,1999.0,2901513,Alan,,,0,,,,,,,
4406,Modern house in Le Plateau,House,Entire home/apt,Real Bed,5,31,strict_14_with_grace_period,6,3.0,5.0,17,2.0,301.0,2909689,Caroline,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4407,Comfortable Flat with Facilities in Sisli,Apartment,Private room,Real Bed,1,31,strict_14_with_grace_period,2,1.0,1.0,0,1.0,121.0,29251263,Ömer Barış,,,0,,,,,,,
4408,"Stunning, spacious cat lover's paradise",Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2.0,2,1.0,70.0,29262781,Amélie,within a few hours,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4409,Central 1+1 Lovely Flat Close to Şişli/Taksim Area,Serviced apartment,Entire home/apt,Real Bed,15,30,flexible,5,2.0,5.0,0,1.0,163.0,29452253,Engin,a few days or more,0.0,0,,,,,,,
4410,4 bedroom duplex apartment near metro station,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,9,4.0,4.0,0,1.0,643.0,29619304,Ghassan,within an hour,95.0,0,,,,,,,
4411,"Apto.02 Quartos e Sala, mobiliados.",Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,2.0,3.0,0,2.0,601.0,2964930,José Germano,,,0,,,,,,,
4412,LOCATION! PVT Double BR w/Balcony across the BEACH,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,6,1.0,80.0,29674795,Noemi,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4413,Caldeireiros Feel at Home 1,Condominium,Entire home/apt,Real Bed,2,1125,flexible,3,1.0,2.0,1,1.0,50.0,29750225,Amanda,within an hour,100.0,0,8.0,10.0,10.0,10.0,10.0,8.0,80.0
4414,Kowloon  Rooms near K11 private toilet month rent,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,502.0,28719096,Alicia,within an hour,100.0,0,,,,,,,
4415,Nice Room for Two in Copacabana,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,1.0,63,1.0,119.0,2875373,Marcos,within a few hours,90.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4416,"Gávea, apartamento, aconchegante e vista incrível.",Apartment,Entire home/apt,Real Bed,2,15,moderate,4,2.0,2.0,0,1.5,601.0,28890052,Rafael,within a day,100.0,0,,,,,,,
4417,Welcome to tranquility!,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,30.0,28926167,Fede,a few days or more,20.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4418,Beautiful SoHo Luxury Apartment,Apartment,Entire home/apt,Real Bed,5,365,strict_14_with_grace_period,2,1.0,1.0,8,1.0,249.0,289703,Geoff,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4419,Mall of İstanbul,Serviced apartment,Entire home/apt,Real Bed,1,1125,flexible,4,3.0,3.0,0,2.0,659.0,28974068,Esra,within a day,67.0,0,,,,,,,
4420,Ap  Tijuca excelente localização .,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,119.0,2897910,Fabio,a few days or more,0.0,0,,,,,,,
4421,Luxury 1BR Penthouse w/ Terrace near Holt Renfrew,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,14,1.0,119.0,29009853,Mike,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
4422,M-Montreal 1 Bedroom Two King Beds,Aparthotel,Private room,Real Bed,1,1125,moderate,5,1.0,3.0,4,1.0,191.0,29032115,Joshua,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
4423,Deluxe Double Suite close Galata Tower,Boutique hotel,Private room,Real Bed,1,1125,flexible,2,0.0,1.0,1,1.0,232.0,29110619,Enes,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4424,"The Candle apartment (3 bedrooms), Appt Bougie,RC.",Apartment,Entire home/apt,Real Bed,2,30,moderate,6,3.0,3.0,2,1.0,46.0,29341373,Nacima & Kamal,within an hour,100.0,0,9.0,9.0,10.0,10.0,10.0,9.0,90.0
4425,SUSAMU Beach House 8km from Porto,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1.0,2.0,3,2.0,45.0,29507756,Su❤Samu,within an hour,100.0,1,10.0,9.0,10.0,10.0,9.0,10.0,100.0
4426,sunny flat,Casa particular (Cuba),Private room,Real Bed,3,1125,flexible,2,1.0,1.0,0,1.0,100.0,29508322,Jana,within a day,50.0,0,,,,,,,
4427,"habitacion independiente, muy centrica",Guest suite,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,1,1.0,25.0,29535104,Esteban,within a day,50.0,0,,,,,,,
4428,Centre-ville Appartement luxueux avec terrasse,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5,2.0,2.0,1,2.0,270.0,29704570,Jose,within an hour,100.0,0,8.0,8.0,8.0,8.0,10.0,8.0,60.0
4429,5 Bedroom family home in Outremont W/3 Parkings,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,12,5.0,1.0,6,1.5,150.0,29736685,Mendel,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,10.0,93.0
4430,"Comfortable Apartment,Functional ,Economic",Townhouse,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,1.0,3,1.0,211.0,28833727,Damla,within a day,60.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4431,Cozy 3bed/2bath w/balcony close to Sagrada Familia,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,3.0,4.0,5,2.0,85.0,28858840,Esther & Alex,within an hour,100.0,1,9.0,9.0,9.0,9.0,10.0,7.0,72.0
4432,"Golden Flat in downtown, best walking score!",Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,1.0,7,1.0,60.0,28889655,Eddy,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,91.0
4433,Cosy & Design Apart with Terrace in Beyoglu,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,1.0,0,1.0,954.0,29172490,Bulent,within an hour,100.0,0,,,,,,,
4434,RARE: Large Room + Big Townhouse = Better Stay,Townhouse,Private room,Real Bed,2,90,moderate,2,1.0,1.0,71,1.5,80.0,2924834,Jon,within an hour,100.0,1,10.0,9.0,10.0,10.0,10.0,10.0,97.0
4435,Beautiful & Stylish 1bed in the heart of downtown,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,11,1.0,80.0,29309473,David And Yasminn,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4436,Zwei Zimmer zu vermieten,Apartment,Private room,Real Bed,3,14,strict_14_with_grace_period,3,2.0,2.0,0,1.0,237.0,29413488,Mehmet,,,0,,,,,,,
4437,Lovely Queen Boutique Hotel Room,Boutique hotel,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,0,1.0,301.0,29586056,Arzu,within a day,81.0,0,,,,,,,
4438,Summer Holiday - North Balgowlah Family Home,House,Entire home/apt,Real Bed,21,1125,flexible,8,5.0,6.0,0,3.0,800.0,29664105,Marcus & Nora,within an hour,100.0,0,,,,,,,
4439,Large 1 Bedroom Apt sleeps 4 on Hong Kong Island,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,1.0,1.0,2,1.0,997.0,29668405,Brooke,within a day,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
4440,Large spacious clean APT near central station,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,1.0,5.0,23,1.0,125.0,29770616,Ilhwan,within an hour,100.0,0,9.0,9.0,9.0,10.0,10.0,9.0,90.0
4441,Confortable  Room/center bcn w/prívate bathroom,Apartment,Private room,Real Bed,2,7,moderate,2,1.0,1.0,21,1.0,40.0,28598597,Giuseppe,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4442,"piso bonito, muy centrico",Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,2.0,2.0,1,1.0,60.0,2868278,Marina,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4443,Private room in new apartment,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,2,1.0,55.0,28748403,Nida,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
4444,"Cozy apartment, central, excellent location.",Loft,Entire home/apt,Real Bed,32,1125,flexible,4,1.0,2.0,1,1.0,37.0,28904599,Georgia,within a day,79.0,0,6.0,6.0,10.0,10.0,6.0,6.0,60.0
4445,Barcelona late desde el Raval.,Apartment,Private room,Real Bed,32,360,strict_14_with_grace_period,1,2.0,1.0,0,1.0,22.0,29052866,Fanny,within an hour,100.0,0,,,,,,,
4446,Quiet spacious 1 bedroom apartment with parking,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3,1.0,2.0,2,1.0,190.0,29108266,Alex,within a few hours,100.0,0,10.0,10.0,10.0,10.0,9.0,9.0,100.0
4447,Spacious room - Very well located (Skyline view),Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,4,1.0,369.0,29137639,Quentin,within a few hours,80.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4448,Kwun Tong D House Boat,Houseboat,Entire home/apt,Real Bed,2,1125,flexible,6,5.0,5.0,2,2.5,2999.0,29283991,May,within an hour,100.0,0,9.0,10.0,10.0,10.0,8.0,10.0,90.0
4449,Bright Quiet Room in the W Village,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,1.0,195,1.0,120.0,2936192,Kaytlin,within an hour,100.0,0,9.0,9.0,10.0,10.0,10.0,9.0,92.0
4450,Charmant et accueillant logement à montréal,Condominium,Entire home/apt,Real Bed,1,30,strict_14_with_grace_period,2,1.0,1.0,3,1.0,75.0,29518685,Hervé,within an hour,100.0,0,8.0,7.0,9.0,9.0,8.0,7.0,80.0
4451,Sai Ying Pun Room in Flat Share (S4a),Apartment,Private room,Real Bed,31,1125,flexible,1,1.0,1.0,0,1.0,173.0,28853948,Morgan,within a day,64.0,0,,,,,,,
4452,Lovely apartment in Taksim(Beyoglu) Central,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,5,1.0,169.0,29249672,Büşra,within an hour,100.0,0,9.0,10.0,10.0,10.0,10.0,9.0,96.0
4453,İstanbul Birden fazla bölümden oluşan bina,Casa particular (Cuba),Private room,Real Bed,1,7,flexible,2,1.0,1.0,0,1.0,79.0,29324861,Zamir,a few days or more,25.0,0,,,,,,,
4454,Oporto Heroismo Place 1,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,1.0,1,1.0,40.0,29404058,Maria José E Francisco,within an hour,100.0,0,10.0,10.0,10.0,10.0,8.0,8.0,80.0
4455,Heroísmo Cozy Apartment 3°T,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0.0,1.0,19,1.0,28.0,29448000,Bruno,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4456,Nice stay in Gracia,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,3,2.0,2.0,2,1.0,60.0,29552477,Ferran,within a few hours,92.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4457,6roomsHouse 5mins toTrainStation near SYD Airport,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,14,6.0,10.0,7,2.0,428.0,29576644,Host,within an hour,100.0,0,9.0,8.0,10.0,10.0,9.0,8.0,83.0
4458,Sadece yabancı turistler kalabilir.,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,63.0,29593978,Uğur,within a few hours,100.0,0,,,,,,,
4459,Shirley’s cozy studio Olympic MTR 5mins,Apartment,Private room,Real Bed,4,1125,moderate,1,0.0,1.0,1,1.0,502.0,29602186,Shirley,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
4460,3 bedrooms large appartment,Apartment,Entire home/apt,Real Bed,60,1125,flexible,4,3.0,4.0,0,1.0,101.0,29612592,Amine,within a few hours,100.0,0,,,,,,,
4461,Kocamustafapaşa’da Bayana Uygun Paylaşımlı Daire.,Condominium,Private room,Real Bed,5,365,flexible,1,1.0,1.0,0,1.0,200.0,29620364,Serpil,within a few hours,88.0,0,,,,,,,
4462,RIO DE JANEIRO - FIFA WORLD CUP,Apartment,Entire home/apt,Real Bed,1,1125,flexible,8,2.0,1.0,0,3.0,1865.0,2968272,(Email hidden by Airbnb),,,0,,,,,,,
4463,Apartamento Paula Freitas 1003,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,2.0,0,2.0,824.0,2977668,Marcus,,,0,,,,,,,
4464,Live Porto & Douro - Breiner III,Loft,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,32.0,29791123,Pedro,within an hour,100.0,0,,,,,,,
4465,Suite in family home.,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,1.0,0,1.0,500.0,2858298,Lucinha,,,0,,,,,,,
4466,4 quartos na praia da Barra,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,12,4.0,9.0,6,4.0,701.0,2858519,Frank,within a day,60.0,0,9.0,8.0,9.0,9.0,9.0,8.0,87.0
4467,Nice room for city visitors,Apartment,Private room,Real Bed,2,15,strict_14_with_grace_period,1,1.0,1.0,6,1.0,19.0,28680187,André,within a few hours,100.0,0,10.0,9.0,10.0,10.0,10.0,10.0,97.0
4468,Kurtköy Sabiha gökçen havaalanının  yanında,Aparthotel,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,1,1.0,137.0,28714609,Volkan,within an hour,75.0,0,6.0,10.0,6.0,2.0,8.0,6.0,40.0
4469,Lovely Hell's Kitchen Studio...,Apartment,Entire home/apt,Real Bed,2,180,strict_14_with_grace_period,2,1.0,1.0,72,1.0,150.0,287408,Carey,,,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4470,Superbly Located 3 Bedroom Apartment,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,3.0,4.0,13,1.0,174.0,28838517,Isabelle,within an hour,100.0,1,9.0,10.0,10.0,10.0,10.0,9.0,97.0
4471,"4A-8 Center,Tsim Sha Tsui Cozy double R with ac",Condominium,Private room,Real Bed,1,365,strict_14_with_grace_period,2,1.0,1.0,14,1.0,369.0,28859889,Olivia,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,10.0,87.0
4472,Chambre chaleureux,Guesthouse,Entire home/apt,Real Bed,1,1,flexible,4,1.0,2.0,6,1.0,70.0,28714475,Nohora,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,93.0
4473,In the heart of the Plateau (Lafontaine Park),Apartment,Entire home/apt,Real Bed,2,360,moderate,2,1.0,1.0,11,1.0,101.0,28782308,Olivier,within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,9.0,89.0
4474,Pury Apartments,Loft,Entire home/apt,Real Bed,2,1125,moderate,4,0.0,2.0,20,1.0,80.0,28914960,Pury,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4475,Easy access to all areas in Downtown,House,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,250.0,29104927,Jie,,,0,,,,,,,
4476,Eixample Apartamento En Barcelona 4 2,Apartment,Entire home/apt,Real Bed,90,1125,flexible,3,2.0,3.0,0,2.0,53.0,28800381,Paola,within a few hours,83.0,0,,,,,,,
4477,Brand NEW Designer Home * In The ♥ Of Porto*,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2.0,2.0,6,1.0,100.0,28835255,Torres,within an hour,100.0,1,9.0,10.0,9.0,10.0,9.0,10.0,97.0
4478,"Yurbban Suite Terrace, Breakfast Included",Boutique hotel,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,89.0,29115543,Marc De Yurbban Passage,within an hour,100.0,0,,,,,,,
4479,Lujoso apartamento ideal familias (8 pax),Serviced apartment,Entire home/apt,Real Bed,2,360,flexible,8,5.0,5.0,1,4.5,1240.0,29147263,"Bcn Clols Apartments, S.L.",within a few hours,100.0,0,,,,,,,
4480,Fiona,Apartment,Entire home/apt,Real Bed,30,90,flexible,6,3.0,3.0,0,1.0,47.0,28858231,Jime,,,0,,,,,,,
4481,"STUDIO AT GLOUCESTER RD. , CAUSEWAY BAY, HK",Serviced apartment,Entire home/apt,Real Bed,28,1125,strict_14_with_grace_period,2,0.0,1.0,0,1.0,557.0,28993950,Paridhi,within an hour,93.0,0,,,,,,,
4482,Alugo casa para temporada da copa,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,10,3.0,5.0,0,3.0,1100.0,2934080,Rogério,,,0,,,,,,,
4483,Art Style Apartment & Rooftop Garden,Apartment,Entire home/apt,Real Bed,3,1125,flexible,4,2.0,3.0,3,1.0,120.0,29474090,Joao,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
4484,Beautiful Studio Room located in Quarry Bay,Apartment,Private room,Real Bed,2,5,flexible,2,0.0,1.0,3,1.0,298.0,29109214,Ann,,,0,9.0,9.0,9.0,9.0,9.0,8.0,87.0
4485,Old port condo near everything,Condominium,Entire home/apt,Real Bed,7,1125,flexible,3,1.0,1.0,0,1.0,174.0,29128630,Samuel,within a day,100.0,0,,,,,,,
4486,Spacious 1BR heart of Copacabana,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1.0,2.0,3,1.0,250.0,2949309,Guilherme,,,0,9.0,9.0,9.0,9.0,9.0,9.0,93.0
4487,"Brand New Furnished Studio near Beach, CUHK, Malls",Condominium,Entire home/apt,Real Bed,29,120,strict_14_with_grace_period,2,0.0,1.0,4,1.0,604.0,29503086,Annie,within a few hours,90.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4488,STUDIO AT THE PRICE OF A ROOM,Guest suite,Private room,Real Bed,3,1125,flexible,4,1.0,1.0,12,1.0,78.0,29150428,Fernando,within an hour,99.0,0,9.0,8.0,10.0,9.0,10.0,8.0,82.0
4489,"İstanbul, Fatih,  Beyazıt, Taksim, Eminonu, Balat.",Apartment,Private room,Real Bed,2,5,flexible,1,1.0,1.0,1,1.0,100.0,29358615,Muhlise,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4490,Quarto casal com linda vista da cidade e da Praia,Apartment,Private room,Real Bed,1,59,flexible,2,1.0,1.0,0,1.0,20.0,29412913,Kleber,within a few hours,90.0,0,,,,,,,
4491,Luxury Furnished  Residence Flat Teşvikiye Street,Serviced apartment,Entire home/apt,Real Bed,2,30,flexible,4,2.0,4.0,1,1.0,902.0,29456207,Tülay,within an hour,100.0,0,8.0,8.0,10.0,10.0,8.0,8.0,80.0
4492,Tucson Suites,Apartment,Entire home/apt,Real Bed,12,300,flexible,5,3.0,6.0,0,2.0,85.0,29626173,Leslie & Quique,within an hour,100.0,0,,,,,,,
4493,Lovely Single room in heart of Wan Chai,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,22,1.0,338.0,29662239,Claire,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
4494,cuellarthérion,Apartment,Private room,Real Bed,2,5,flexible,2,1.0,1.0,0,1.0,21.0,29788008,Alt,a few days or more,0.0,0,,,,,,,
4495,"1BR in Le Plateau : Restos, Coffee, bagels. BOOK➡️",Condominium,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,1,1.0,150.0,29821233,Mike,,,0,10.0,10.0,8.0,10.0,8.0,10.0,100.0
4496,Elegant Boavista,Apartment,Entire home/apt,Real Bed,3,60,moderate,4,0.0,2.0,2,1.0,34.0,29848645,Paulo,within an hour,100.0,0,6.0,6.0,8.0,8.0,5.0,6.0,60.0
4497,C5 Cameron Comfort Single Room (N),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,14,1.0,400.0,29840640,Winnie,within an hour,97.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4498,"Metro, metrobüs, tramvay, otobüs, dolmuş 1 dakika",Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,2.0,0,1.0,264.0,29912167,Gul,within a day,100.0,0,,,,,,,
4499,春遊大优惠 旺角CBD核心区 商旅首选 简约舒适大三居,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,8,3.0,3.0,3,1.0,1963.0,29896780,Rachael,within an hour,100.0,0,10.0,10.0,9.0,7.0,10.0,9.0,80.0
4500,Room for 2- 200m from the beach!,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,2.0,0,1.0,328.0,2990911,Roberta,,,0,,,,,,,
4501,Quarto charmoso em apartamento bem localizado.,Apartment,Private room,Real Bed,1,1125,flexible,4,1.0,3.0,0,1.0,86.0,29844546,Anabella,within a few hours,100.0,0,,,,,,,
4502,L'etoile de Mer TST 海の星宿 尖沙咀 Single Mixed Capsule,Bed and breakfast,Shared room,Real Bed,1,1125,strict_14_with_grace_period,12,1.0,1.0,29,2.0,400.0,29837246,Etoiletst,within an hour,91.0,0,9.0,9.0,9.0,9.0,10.0,9.0,94.0
4503,Poplar Street Luxury Studio *1C,Serviced apartment,Entire home/apt,Real Bed,60,1125,strict_14_with_grace_period,2,0.0,1.0,0,1.0,518.0,29859603,Tane Residence,within a day,100.0,0,,,,,,,
4504,Havaalanı na yakın,Serviced apartment,Private room,Real Bed,1,1125,flexible,3,2.0,3.0,0,1.0,100.0,29826541,Metin,within a day,100.0,0,,,,,,,
4505,Deluxe 2 Bedroom Apartment in the Eixample District in lovely Barcelona!,Aparthotel,Entire home/apt,Real Bed,1,1125,moderate,4,2.0,3.0,6,1.0,149.0,29870769,Short Stay Group,within a few hours,90.0,0,8.0,8.0,7.0,7.0,8.0,8.0,84.0
4506,Apartment Eixample Sants Station,Apartment,Entire home/apt,Real Bed,4,31,strict_14_with_grace_period,5,3.0,3.0,12,1.0,50.0,29879141,Monica,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
4507,Sunny penthouse with Parking,Apartment,Entire home/apt,Real Bed,2,60,strict_14_with_grace_period,5,3.0,3.0,275,2.0,75.0,2991893,"Alex, Javi & Pilar",within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,9.0,97.0
4508,One Bedroom Apartment (4pers) near Sagrada Familia,Aparthotel,Entire home/apt,Real Bed,1,1125,moderate,4,1.0,2.0,1,1.0,219.0,29872103,Short Stay Group,within a day,50.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4509,Superhost* Elegant Ocean View Waikiki Ilikai Hotel,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,65,1.0,199.0,2989860,Annie,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
4510,Happy People Plaza España - 4 bedroom (3),Apartment,Entire home/apt,Real Bed,1,1125,super_strict_30,8,4.0,6.0,0,2.0,250.0,29897994,Happy People,within an hour,56.0,0,,,,,,,
4511,Condomínio à 10 metros do RioCentro portão 2.,Condominium,Entire home/apt,Real Bed,2,7,flexible,2,1.0,1.0,1,1.0,160.0,29856236,Andrea,within a few hours,100.0,0,10.0,10.0,10.0,10.0,10.0,8.0,100.0
4512,Bedroom /City Center /Close touristc places,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,2.0,5,1.0,39.0,29840058,Enrique/Mathi,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,8.0,88.0
4513,"Cosy apartment in perfect location, in Cihangir!",Apartment,Private room,Real Bed,2,1125,flexible,2,1.0,1.0,1,1.0,179.0,29863999,Idil,within a day,50.0,0,,,,,,,
4514,"Cozy apartment in Nisantasi,center of Istanbul.",Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,2,1.0,79.0,29877023,Maral,within a few hours,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4515,Porto Forrester Apartment,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,1.0,2.0,7,1.0,43.0,29959482,Susana,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,9.0,97.0
4516,Cozy house with a amazing Golden Horn seaview.,Serviced apartment,Entire home/apt,Real Bed,1,7,flexible,4,1.0,2.0,0,1.0,316.0,29985063,Ahmet Caner,within an hour,100.0,0,,,,,,,
4517,Sai Ying Pun MTR 1 min walk withrooftop terrace 63,Apartment,Entire home/apt,Real Bed,2,300,strict_14_with_grace_period,3,1.0,2.0,103,1.0,644.0,3002319,Brend,within an hour,100.0,0,9.0,9.0,9.0,9.0,9.0,9.0,84.0
4518,Otimo apartamento no Leblon,Apartment,Entire home/apt,Real Bed,3,90,moderate,5,2.0,3.0,2,1.5,418.0,30032152,Andrea,within an hour,92.0,1,10.0,10.0,10.0,10.0,10.0,8.0,100.0
4519,The carioca way of life,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,2.0,4.0,4,1.0,500.0,2993875,Pedro,within a day,100.0,0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
4520,佐敦地鐵站2分鐘 溫馨全新裝修兩房 全新傢電床品住9人  光猛通爽 jordan mtr 2min,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,9,2.0,9.0,16,2.0,1201.0,29932504,CC Time,within an hour,98.0,0,9.0,9.0,10.0,9.0,10.0,9.0,89.0
4521,【Ebnb】福田口岸温馨两居室,Condominium,Entire home/apt,Real Bed,1,1125,flexible,3,2.0,2.0,1,1.0,534.0,29931879,嫆,within an hour,97.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
